Cars,Trucks,Motorcycles,Buses,Car_Weight(kg),Truck_Weight(kg),Motorcycle_Weight(kg),Bus_Weight(kg),Avg_Speed(m/s),Avg_Weight(kg),Incident_Count,Surface Roughness (m/km),Road Age (years),temperature(°C)_x,rainfall(mm)_x,humidity(%)_x,wind_speed(m/s)_x,average_temperature(°C)_x,weather_condition_x,Wear_Index
502,59,356,36,3976,9560,277,6454,20.44694844331332,1032.6978915992927,4,5.71589331234308,20,15.49693648590258,13.65296220877833,89.41230405745645,22.31320846244575,20.70893328018101,Stormy,348.8167119510397
1611,246,221,38,3085,5566,259,7074,14.216862797661612,1678.8562157397118,7,3.735455275666881,23,21.183616938480867,0.0592026388203636,54.73758692540997,7.175725349114472,17.444622159344686,Rainy,930.7379229931082
1111,43,477,40,2737,10203,438,4357,5.887523343448383,1038.3285337584932,6,4.739920220382128,27,15.29776867914821,5.724220651761183,63.123655131178566,16.650986274307,28.832822762956987,Pleasant,666.1130442048593
1150,119,76,43,4158,6767,159,5992,23.175976834234024,2752.709650193651,1,3.318709512545491,32,31.07932354238245,8.275621894726264,94.37885615334456,19.07369939971646,28.57727246135489,Clear skies,627.6695917386459
919,246,229,27,1436,10194,323,6835,5.90870865644111,1173.142040404483,8,3.6396254602158407,37,16.209436107327235,19.50756887291056,76.1250603742838,3.748170069088685,22.240997579827308,Clear skies,580.1369808603614
935,36,157,43,1414,11988,108,8684,19.341882525528906,1658.4647716048844,9,3.60177326707033,35,13.084739599444502,11.522423558874053,82.71503323203669,1.4157025241900056,25.155003439116967,Clear skies,518.5509737217643
129,112,361,7,3378,10326,325,4252,12.0924446580469,1156.8192609929083,5,5.433077538779976,1,10.118455213932885,17.515775797831505,61.95232693949525,28.299902881915035,27.70640285680547,Clear skies,174.4191956030504
1983,54,138,33,3764,13846,190,9264,10.49905204177027,2705.588670067349,1,2.9375336291296072,32,14.01905412953126,5.238270668921532,88.59322142003693,10.280487631395465,31.39331529524289,Clear skies,1042.818226418948
366,154,491,44,4700,8512,232,2942,10.4573775712778,2689.6529128525244,3,5.4993645678630205,42,29.31962924956457,16.001011212722737,76.81012351347178,6.335541538929101,18.065912688281,Clear skies,336.52280212466343
1509,28,171,32,4663,12270,452,6465,18.69833875155521,2215.5550656923783,9,5.89561407330743,22,28.90185103056216,12.858462777181384,84.34957165351675,5.534368300592144,32.39360055940594,Pleasant,797.5239594312576
278,51,120,18,2827,5433,277,4108,8.419241599346812,2286.406891447564,1,4.639560735848072,43,37.88873490487849,15.90953079858468,80.49613761754239,20.175546478175395,15.943554074371344,Rainy,186.4950414767982
1104,192,358,40,2171,12248,416,3823,23.425286763745422,2942.27342110443,1,4.884374720438831,26,11.791936115365973,13.80662181842936,71.86943958653414,4.20279899004422,15.76523687203927,Pleasant,690.7860067649011
1195,240,122,38,4527,8541,427,9023,18.752232954838316,1995.9154817410365,7,4.607159162252194,35,30.109173634096383,3.2745840729837816,50.36451007044668,13.579300715118633,21.99339223363105,Clear skies,702.2157085161076
545,123,489,49,3443,10171,176,9101,14.95553800333598,2244.2625915401304,6,3.724226553517732,24,25.21653661890824,6.145626863928875,83.28400454316571,1.389702834859282,30.941943775096696,Stormy,407.9542066884285
1478,180,200,28,4781,9843,441,8370,10.973938552420254,2375.602603893092,6,3.557254846217676,13,11.387609623066462,10.393500168099305,49.98883101266453,9.23145952123264,16.65380436093447,Pleasant,842.2384311988361
454,33,496,5,2362,13221,477,6281,21.182444339245848,1258.6335837464514,1,5.566399224576568,44,13.629775255618904,13.612651732018763,92.61389445329208,7.442381240918188,28.644564322114583,Stormy,338.7295814882769
806,166,395,16,2893,10287,142,7250,8.467032054918445,1479.115320677408,1,3.606388359338039,15,15.226793753688526,1.237063689792972,79.52585226987267,13.503666282265458,17.889283421544878,Rainy,535.1640674931019
105,237,287,15,4406,6678,140,3648,7.815608634900273,2749.9169855020773,7,2.6161398854513718,12,31.94659470072985,4.383947065194713,41.49645173984388,19.536063897542867,29.284235106672973,Rainy,189.9903720583326
1640,195,251,39,1476,9463,351,4926,5.07019059640937,1828.687355154228,8,4.076578018226211,48,38.57523319753527,3.475573530029284,47.44409240886342,20.6217573715934,17.577870411063575,Rainy,930.6636745008244
1322,230,211,4,2236,14590,274,9041,12.97806966907731,1195.9163456103977,6,5.016585428398951,30,31.960383131924303,3.173502070612857,65.44162091704978,20.539786694005844,15.40819678635124,Stormy,775.5316036708682
915,289,339,14,2790,8684,186,6693,9.393294622762054,1379.5503084824386,0,3.715631561866327,40,22.12902542174242,15.24382672923372,45.2780212785302,6.212851525038007,24.550441229941733,Pleasant,616.1845658238494
1960,256,241,31,4365,6569,171,7300,19.699578324389705,2885.212923990087,3,5.366616705322827,24,37.108086781609714,1.0761371865827751,61.74032495543163,15.61483756489612,28.12427206253266,Clear skies,1106.595304735721
1854,100,227,28,1930,13931,496,8360,16.527162229773666,1673.039602097101,0,4.2441712849084725,21,11.25766285949394,14.081112508158323,40.84143073462598,11.86844005330123,27.533099843528788,Pleasant,1008.7856723367194
1344,132,316,3,4292,10863,193,2664,21.7118853726133,2742.960591218984,4,3.850877053273244,16,31.16742610222201,13.351514674478413,91.59690195300476,13.814612015288898,21.6336905579524,Clear skies,777.6037113996516
184,19,379,48,2971,8014,431,7653,22.42318167437069,1465.7630093909777,4,4.539634921326508,34,33.93344816274046,14.028271015960724,61.68448310626256,12.993470348487946,28.44157481626853,Stormy,182.71626911858192
195,215,58,42,4719,6223,490,7761,18.41325132924856,1010.3006652014878,1,5.03122810979454,5,34.29766336310226,14.350013385014169,72.97321595932831,15.519786502489085,15.43295778505552,Pleasant,179.67157982176116
743,176,323,31,1475,13275,426,5611,5.978734195302149,1532.5215543571926,8,2.745860901088177,4,28.02029218232038,14.339610642852383,67.73959512554222,27.852640861008336,31.424030133312783,Rainy,498.220603754215
1502,256,182,32,4046,5054,455,4672,16.764008986194614,2622.542672993429,1,3.928669484969373,43,22.6397371955934,0.6747125028673095,68.62574445789556,13.598170660197011,28.513336854569246,Rainy,867.5258716754281
803,174,76,23,2270,11954,330,4094,6.619912439293952,2098.313856982667,1,2.6122451025315425,38,36.18431697253864,1.0548434608761117,98.18425459700649,3.049891060676781,24.37852482963672,Stormy,469.8406013685871
829,245,80,25,2656,10410,120,5756,17.183266813077,1222.2912921782952,3,4.60709923065583,5,25.67865644803352,13.544140632897284,92.18789205390374,10.28527255273086,15.610408380128476,Clear skies,507.28633753313966
346,43,226,8,2068,14001,489,4573,11.940805382637231,1213.7970168451752,0,5.909189058994367,25,34.228150346614584,14.05227590241543,77.11973860122058,8.609511128569853,29.72217050801641,Clear skies,233.755761694484
1538,124,328,14,4014,13440,363,2558,8.533169233066014,1056.9513722062402,2,3.505400814024624,26,19.63265514813891,9.035198249570849,57.889907898047,29.591871493942328,30.868967736919107,Rainy,873.3297868344837
704,2,270,32,2762,14694,253,4902,8.541470872693537,2914.29800480634,1,5.982430258828626,25,13.6066304166149,16.195097815167504,44.10234402877692,24.337831957035384,32.7676328782018,Stormy,415.9491519143457
867,66,334,46,2201,5591,283,9515,13.162142929889889,1127.8757048393163,7,2.6146205103469966,9,16.29495626410726,15.360143914797016,91.81572015798731,2.253882566480033,33.57354792917646,Rainy,529.0544836776
1501,25,171,37,3043,5515,147,5610,6.767594053550696,1832.2812982416297,8,2.81329965198345,42,12.48588688640874,8.149371625592519,99.52862750084664,24.812450585932087,30.688437213711342,Pleasant,800.2614932989927
1026,39,142,9,3223,14429,308,7142,12.398667083549157,2275.286243539326,1,5.932964485403762,33,32.64424129411687,9.198486491295178,73.32700147853944,12.192296850125532,20.604299298103896,Rainy,554.1181104654095
281,37,129,47,2018,10135,249,5146,11.918269942562628,2734.3272843229583,2,4.31895323003953,10,32.668656910419735,18.996694890854208,75.00753777614418,14.013974740717432,33.28128345949633,Clear skies,180.3564354275989
288,264,490,31,1558,13755,455,2756,16.632595099441158,1513.473146219346,4,4.787416262001916,33,16.25505224529933,0.9922940322831564,66.77792530857673,12.120234238738194,27.224921168537332,Rainy,323.5705346645319
859,42,153,25,4361,10035,304,8450,9.245154176599211,1173.399237211676,4,4.89991617337243,19,13.345776964244866,16.34471955397587,97.41580936172495,15.618504862362467,28.928230937534703,Clear skies,473.21507934576175
973,160,155,45,1917,5212,376,4728,12.926284630639495,2858.5828975006907,4,3.320265882252136,2,19.42079192507634,3.404401252868232,41.1655435752897,10.288066528247096,31.1371897914956,Clear skies,566.5911293100145
1155,201,344,12,4482,11250,400,5479,21.443820338030385,1077.844496993118,3,4.3343500471798455,27,14.72039859749242,7.829698679358874,85.67581020114996,22.954537441160213,34.15773575399634,Clear skies,711.9779216290209
1081,115,389,24,2836,7749,228,3877,15.462130962679838,1113.6381247422491,3,4.713145063998274,5,25.03392437218677,3.152084676356137,72.18455332223189,25.678253916341752,16.976198495562937,Pleasant,655.2898646782031
514,229,350,16,3887,6313,474,7288,15.978171162483775,2041.8798040128331,2,4.720227269509444,26,39.44201966671847,18.862732308716733,59.59211388167521,6.118097373904262,21.071071942427988,Clear skies,401.57379027978345
1401,252,327,43,4517,11297,136,6273,22.50586960199996,2731.2775624267138,7,3.279233982153573,19,34.67929890087787,19.194935407223557,81.00734647643266,11.345085722854249,18.094102274850417,Pleasant,841.7983980781695
776,129,84,10,2570,11849,354,9994,6.363217084221155,1356.1217209445351,1,3.803467948569184,49,34.48132597120193,3.445293656575441,82.35330488859094,16.561454144150545,29.134510187001464,Clear skies,446.8158021695767
1755,288,315,41,1329,6728,499,7298,12.895564337769857,1505.882332209565,6,3.606956112153238,16,21.33380832371617,8.28796744831688,79.15235493671864,4.218686529424205,23.27730378996085,Clear skies,1029.0758303570797
1889,44,190,3,3610,6715,454,3575,22.302155032311315,2097.469784263858,6,3.9368064076863223,42,38.26769314100517,15.75094470916479,44.64132374930598,10.276772032206974,32.315301155532325,Pleasant,997.9514581854183
1290,47,300,12,2263,9433,427,4595,12.6369069669717,2805.6514789898574,1,3.85419032109045,19,39.5360729087267,14.567690581943124,97.02269757375724,0.4355009895539341,28.100135762006573,Rainy,725.1193088995581
1562,203,431,49,1648,8852,302,3580,7.939786635109025,2577.2731436916806,3,3.9214495079586986,12,16.144546900640087,11.23866649335607,96.14552263324438,25.794006251131727,19.68578758311945,Clear skies,935.2200690859472
266,297,87,26,3713,6198,480,6282,7.2223365116329585,2748.4459997664444,1,4.537321326179059,18,31.23250874348283,18.45192011370381,64.58326140232565,28.27884642649842,16.985474208588656,Pleasant,247.5871073243761
1759,164,300,21,4635,13506,495,8139,7.542033445593443,2884.5221084599307,3,2.747935463351453,46,26.046490186824148,15.931116571931389,63.50907968331771,23.583478797973296,27.20540528808913,Clear skies,993.1248689517018
1923,196,423,22,1923,9898,492,9430,9.350302162630523,1057.4810784679948,8,2.653722844574732,10,19.942382101536506,3.5540972643308577,49.21472819840351,12.41996654700648,18.746392808423185,Stormy,1107.5730833298712
664,12,218,26,4167,11920,388,6507,11.872738772701428,2806.5009701177983,3,2.952346905095762,38,35.15443275172768,19.36822149997577,97.95146625486,16.465788067802933,19.232623198930444,Clear skies,384.32301924578
627,257,383,21,3125,7967,224,3515,20.96832654415997,1039.5731074947537,4,5.792386125649099,24,15.515635362241015,3.247840025043245,92.36783401901684,22.833603634514585,34.69046815296769,Rainy,467.758567120138
1570,25,336,44,1359,8273,409,6907,17.841804271111428,1573.3427010506853,4,4.836737460194681,34,25.65891613359772,13.546492671636134,99.9545262360574,26.096891166072027,18.602533268324613,Rainy,862.1708581085875
1206,294,333,45,4583,14532,447,7699,7.3715297755722435,2511.175849498049,1,4.671624929667159,39,31.67796037915609,7.696165972299092,56.44867046512317,7.858856788886126,16.40897175923966,Stormy,765.8696180339126
1582,290,338,7,2066,8908,408,5580,9.854955180017493,2592.8778642401044,0,5.115962187229995,34,20.82808342630318,13.751297560801836,89.61549950522009,3.7676320906024903,30.946171894021795,Rainy,953.9664940418854
1267,246,203,40,3993,9850,351,4414,10.809605385422806,2569.5302809925133,5,3.9342427552026766,30,34.398823509953786,6.745941060279492,99.13087800818784,8.249557166995885,28.65101196168273,Clear skies,752.9492103682664
839,148,184,13,1830,13156,361,4769,16.444062875389605,1031.2054400347474,2,2.822242166148344,24,11.19861963449596,7.036594496979136,74.32767931673409,10.509713401689638,30.89917879283285,Clear skies,509.18489248906894
761,242,378,29,4170,11231,498,9232,16.386534190231764,1876.3299038562611,1,3.359731595621939,5,34.77220017700936,7.05507677655445,63.993312772298125,14.687212696350866,15.061181515703346,Stormy,536.1351143460329
1953,285,127,5,2947,12657,449,2991,12.140029132153202,1506.335950399478,7,5.681256050160834,34,26.05174957298747,13.784835796923035,43.87424954268794,2.312171615709362,19.40696007073442,Clear skies,1092.862114988083
283,71,257,16,1094,13329,380,6472,22.49222891283348,1171.3023987512324,1,3.765191785970879,2,23.54881621962207,0.59337234731345,55.87095454961055,5.831588139883083,28.181827490891788,Rainy,214.87171116017504
1843,10,451,25,3362,14045,491,6273,5.424234759994635,2579.7857301450995,8,2.604126895917019,6,17.285754180897605,19.376593893977528,81.92954923021853,18.57762168729776,31.73523894861618,Rainy,1017.5034232020104
1702,205,419,30,1334,9691,222,5372,19.38850764480631,2083.894972962022,1,3.310075868519593,30,16.28216041113849,14.63172505706757,68.1900359197347,15.346660617633402,27.410127741592436,Pleasant,1004.4274810468823
1743,210,364,7,2185,13155,196,8469,21.995841263191146,2126.005648880181,4,5.148502042724036,39,11.541082404478948,17.95740095046623,64.66127225415174,21.56805219904801,24.985972882966177,Pleasant,1009.6441184590644
1618,289,147,28,1822,8037,295,3932,8.619502402942532,1366.6938634048113,0,5.385033581066423,25,28.012024707208308,10.184371792262825,54.99095519543211,24.53263781068961,32.82007355723364,Stormy,934.4864640636875
748,184,465,16,3347,11201,289,4041,5.664621496374207,2710.493178475265,2,4.044288312475825,37,32.415441197165414,4.860019154400714,75.6391926455459,20.998642679937166,17.188063949540336,Pleasant,523.4036895400801
617,250,293,47,3011,14666,466,6964,19.882757138869813,2635.455484028498,9,5.724922087885157,45,29.558079163845267,17.329941790646643,64.96763564027235,13.326297929983506,28.06864510826781,Rainy,450.5550440196396
249,273,361,43,3967,5232,131,5063,24.977900558393944,1222.0552300451916,8,2.984468554672693,31,10.134906192369725,1.3753152940408908,96.6448827453134,7.361673847785869,25.43013798122359,Pleasant,284.1334341470965
663,110,195,30,2570,10541,271,7984,17.19053446445131,1883.3088996006688,0,4.313461636816185,3,10.334109523747552,2.6063749149425064,51.544429382915006,24.572147341064262,24.21729128515154,Pleasant,403.5506663308829
1207,105,71,21,4774,7670,489,4983,10.03375097333164,2270.4909957941727,3,2.5006128050309617,42,33.51563025253809,5.94393759988566,97.40765512566732,1.9760873007807669,20.291579967344767,Rainy,652.5742710371234
1904,24,214,36,2927,11040,390,2946,9.69186582853645,2295.877345866727,6,4.436889097068312,31,36.86555318199925,15.749295203961234,75.83236455848294,10.841147554359532,26.39417210892736,Pleasant,1010.77934167819
1535,206,334,38,4932,10069,445,6948,21.23722645143122,2053.4077356324974,2,2.830998978162285,18,35.797415640427424,13.836497264893543,60.92061124353346,23.450410509524243,19.81834664242384,Clear skies,903.3752739497884
1300,174,55,41,1950,14778,139,2112,21.31490707899352,2428.1887806702966,9,3.68751450394206,37,38.59757843289859,9.34964857042102,53.7090534821844,16.81439115474286,32.34724267289849,Clear skies,718.3251004915758
1717,264,94,13,2673,11529,164,3928,5.765340265310934,1139.0659840918818,2,2.5887152002627163,29,18.350831574093352,12.48290050607864,53.50279723105166,2.3057015307408317,22.312593696476966,Pleasant,960.3897368857604
1634,236,277,7,2871,14048,171,7386,6.127357267236793,1078.885315912882,7,5.090117857526061,28,19.50886195292597,13.264937484349812,58.60241563028032,9.903565897305317,21.829152767766303,Pleasant,950.1836354288469
1878,178,231,2,4936,9052,235,8868,11.04588757589273,1886.712986681648,5,2.5302671585878973,17,36.818737945794624,16.742460347595447,41.46005852096059,10.168402059688574,28.182434575182597,Rainy,1041.9621297689275
